Date and Time Downloaded : 04/21/2020 09:25:51 am"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000033552","33552","SANTOL BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SANTOL","045627039","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","VILLAMAYOR","ROSITA","SANGCAP","Rural Health Midwife","","",""
"DOH000000000033553","33553","SOLEDAD BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SOLEDAD","045627040","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","DEVERA","RHODORA","MACAYAN","Rural Health Midwife","","",""
"DOH000000000033554","33554","BATO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","BATO","045627005","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","DEVERA","RHODORA","MACAYAN","Rural Health Midwife","","",""
"DOH000000000033555","33555","SAN VICENTE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SAN VICENTE","045627035","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","VILLAMAYOR","ROSITA","SANGCAP","Rural Health Midwife","","",""
"DOH000000000033556","33556","REMEDIOS II BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","REMEDIOS II","045627026","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","VILLAMAYOR","ROSITA","SANGCAP","Rural Health Midwife","","",""
"DOH000000000033557","33557","LUCUTAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","LUCUTAN","045627013","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","BERNARDO","GERRILYN","ALPUERTO","Rural Health Midwife","","",""
"DOH000000000033558","33558","SAN GABRIEL BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SAN GABRIEL","045627028","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","BERNARDO","GERRILYN","ALPUERTO","Rural Health Midwife","","",""
"DOH000000000033559","33559","CAGSIAY I BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","CAGSIAY I","045627008","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","HOSMILLO","MARJORIE","CADAPAN","Rural Health Midwife","","",""
"DOH000000000033560","33560","CAGSIAY II BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","CAGSIAY II","045627009","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","AGUILAR","PETRONILLA","REVILLAME","Rural Health Midwife","","",""
"DOH000000000033561","33561","CAGSIAY III BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","CAGSIAY III","045627010","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","ROGADO","ROWENA","BODLIS","Rural Health Midwife","","",""
"DOH000000000033562","33562","LUAL BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","LUAL (POB.)","045627017","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","ALMARINEZ","CHONA","ROMERO","Rural Health Midwife","","",""
"DOH000000000033563","33563","MABATO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","MABATO (POB.)","045627018","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","MEDENILLA","CHEDITA","FULLANTE","Rural Health Midwife","","",""
"DOH000000000033564","33564","RIZALIANA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","RIZALIANA (POB.)","045627022","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","ALMARINEZ","CHONA","ROMERO","Rural Health Midwife","","",""
"DOH000000000033565","33565","SAN MIGUEL BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SAN MIGUEL","045627032","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","VILLAMAYOR","PACITA","NOCHE","Rural Health Midwife","","",""
"DOH000000000033566","33566","SAN RAFAEL BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SAN RAFAEL","045627033","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","VILLAMAYOR","PACITA","NOCHE","Rural Health Midwife","","",""
"DOH000000000033567","33567","SANTA LUCIA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SANTA LUCIA","045627036","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","PALMONES","MAYBELLE","ESCANILLA","Rural Health Midwife","","",""
"DOH000000000033568","33568","SANTO NIÑO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","SANTO NIÑO","045627038","4330","+63 427840335","+63 427171114","","MHO_MAUBAN@YAHOO.COM","","","PALMONES","MAYBELLE","ESCANILLA","Rural Health Midwife","","",""
"DOH000000000033572","33572","ANTIPOLO CITY HOSPITAL SYSTEM-CABADING","","","","Hospital","Government","Local Government Unit","","SITIO CABADING","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CITY OF ANTIPOLO (Capital)","045802000","INARAWAN","045802014","1870","+63 026220731","","","achs_cabading@gmail.com","cabading hospital@gmail.com","","VELASCO","DOMINIC","","Chief of Hospital","With License","Level 1","27"
"DOH000000000033573","33573","DOLORES LYING IN CLINIC","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","DOLORES","045615000","BULAKIN II","045615016","","+63 425656342","","","","","","","","","","With License","",""
"DOH000000000033574","33574","GLECERIA L. WAGAN MATERNITY CLINIC","","","","Birthing Home","Government","National Government","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAN ANTONIO","045641000","SAN JOSE","045641019","","","","","","","","LAROZA","WILMA","","","With License","",""
"DOH000000000033575","33575","GUINAYANGAN MUNICIPAL HEALTH OFFICE LYING IN CENTER","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","GUINAYANGAN","045618000","CALIMPAK","045618010","","+63 423034754","","","MHOGUINAYANGAN@YAHOO.COM","","","ARDIENTE","ANNABEL","","","With License","",""
"DOH000000000033576","33576","MULANAY RURAL HEALTH UNIT MATERNAL AND CHILD CLINIC","","","","Birthing Home","Government","Local Government Unit","","RIZAL STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MULANAY","045628000","BARANGAY  1 (POB.)","045628006","","","","","","","","","","","","With License","",""
"DOH000000000033577","33577","GENERAL NAKAR MUNICIPAL HEALTH OFFICE BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","GENERAL NAKAR","045617000","ANOLING","045617001","","+63 425357137","","","","","","PORTILLO","DAISY","","","With License","",""
"DOH000000000033578","33578","GENERAL LUNA RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","E. JACINTO STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","GENERAL LUNA","045616000","BARANGAY  7 (POB.)","045616009","","","","","","","","MECIJA","CONSTANCIA","S.","","With License","",""
"DOH000000000033579","33579","TIAONG RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","DON V. ROBLES STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","TIAONG","045648000","BARANGAY  III (POB.)","045648005","","+63 425458088","","","","","","LANDICHO","PEDRO","","","With License","",""
"DOH000000000033580","33580","PAGBILAO RURAL HEALTH UNIT BIRTHING HOME (SENTRONG PANGKALUSUGAN)","","","","Birthing Home","Government","Local Government Unit","","BONIFACIO STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","PAGBILAO","045630000","BARANGAY  5 SANTA CATALINA (POB.)","045630023","","","","","","","","","","","","With License","",""
"DOH000000000033581","33581","SAN ANTONIO RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAN ANTONIO","045641000","POBLACION","045641014","","+63 425454105","","","MAWILMALAROZ@YAHOO.COM","","","LAROZA","MA. WILMA","C.","Municipal Health Officer","With License","",""
"DOH000000000033582","33582","SARIAYA RURAL HEALTH UNIT I BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SARIAYA","045645000","BIGNAY 1","045645006","","+63 425258494","","","","","","CATARROJA","CONSTANCIA","","","With License","",""
"DOH000000000033583","33583","SARIAYA RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","MARICHI SUBDIVISION","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SARIAYA","045645000","BARANGAY  4 (POB.)","045645035","","+63 425258494","","","","","","CATARROJA","CONSTANCIA","","","With License","",""
"DOH000000000033584","33584","SARIAYA RURAL HEALTH UNIT BIRTHING HOME","","","","Birthing Home","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SARIAYA","045645000","TUMBAGA  1","045645044","","+63 425258494","","","","","","CATARROJA","CONSTANCIA","","","With License","",""
"DOH000000000033585","33585","A.M.P.M. HEALTH SERVICES AND LYING-IN CLINIC","","","","Birthing Home","Private","","","NATIONAL ROAD","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","TONGKO","045647064","","+63 9228419529","","","","","","SALVADORA","DESIREE","U.","Other","With License","","3"
"DOH000000000033586","33586","AMAZING BLESSED BIRTHS MATERNITY AND LYING-IN CLINIC","","","","Birthing Home","Private","","","MAHARLIKA HIGHWAY","KESTER BUILDING","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000","IBABANG IYAM","045624021","","","","","","","","DIONIDO","CYNTHIA","A.","Other","With License","","4"
"DOH000000000033587","33587","ANGHELICA BAHAY PAANAKAN","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","LAKAWAN","045647036","","","","","","","","CUBILO","BEATRIZ","G.","Other","With License","",""
"DOH000000000033588","33588","AYALA OB GYN CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","PAGBILAO","045630000","BARANGAY  6 TAMBAK (POB.)","045630024","","","","","","","","AYALA","BESSIE","","Other","With License","",""
"DOH000000000033589","33589","CLAYMORE MEDICAL CARE CLINIC","","","","Birthing Home","Private","","","2 LEON GUINTO CORNER SALVADOR","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","AGDANGAN","045601000","POBLACION  I","045601012","","","","","","","","ROLDAN","JOSIE","","Other","With License","",""
"DOH000000000033590","33590","CONNIE WELLNESS LYING IN CLINIC","","","","Birthing Home","Private","","","PUROK 3A","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000","DALAHICAN","045624018","","","","","","","","DE LOS REYES","MA. CORAZON","M.","Other","With License","",""
"DOH000000000033591","33591","GENESIS LYING IN CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CANDELARIA","045608000","MASIN NORTE","045608016","","","","","IRENEABANTE05@YAHOO.COM","","","ABANTE","IRENE","A.","Other","With License","",""
"DOH000000000033592","33592","GIFTED HANDS MATERNITY AND BIRTHING CLINIC","","","","Birthing Home","Private","","","PUROK SAN FRANCISCO, RED-V","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000","IBABANG DUPAY","045624020","","","","","","","","AMORANTO","GRACE","B.","Other","With License","",""
"DOH000000000033593","33593","INMACULATE CONCEPTION BIRTHING FACILITY","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CATANAUAN","045610000","BARANGAY  8 (POB.)","045610010","","+63 423158376","","","","","","GONZALES","IRENEA","S.","Other","With License","",""
"DOH000000000033594","33594","JON RON LYING IN CLINIC","","","","Birthing Home","Private","","","42 BONIFACIO STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","INFANTA","045620000","POBLACION  1 (BARANGAY 1)","045620011","","","","","","","","JALOTJOT","ROWENA","","Other","With License","",""
"DOH000000000033595","33595","LAGALAG LYING IN CLINIC","","","","Birthing Home","Private","","","KILOMETER 102","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","TIAONG","045648000","LAGALAG","045648014","","","","","","","","BALADAD","ROPERT","O.","Other","With License","",""
"DOH000000000033596","33596","MAHARLIKA LYING IN","","","","Birthing Home","Private","","","126 SAN ANTONIO STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LOPEZ","045622000","GOMEZ (POB.)","045622006","","","","","","","","VILLAMEA","ELIZABETH","","Other","With License","",""
"DOH000000000033597","33597","NUESTRA SEÑORA DE REGLA LYING IN CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SARIAYA","045645000","BARANGAY  1 (POB.)","045645046","","","","","","","","FRANCISCO","NOEMI","","Other","With License","",""
"DOH000000000033598","33598","OUR LADY OF CANDELARIA LYING IN CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SARIAYA","045645000","CONCEPCION NO. 1","045645013","","+63 425656342","","","","","","INDICIO","MAYLENE","","Other","With License","",""
"DOH000000000033599","33599","OUR LADY OF CANDELARIA LYING IN CLINIC","","","","Birthing Home","Private","","","9095 GONZALES STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CANDELARIA","045608000","POBLACION","045608001","","","","","","","","INDICIO","MAYLENE","","Other","With License","",""
"DOH000000000033600","33600","RED V MATERNITY HOSPITAL","","","","Birthing Home","Private","","","PUROK RAINBOW","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000","IBABANG DUPAY","045624020","","+63 427173661","","","","","","BALICUATRO","MERCEDES","","Other","With License","",""
"DOH000000000033601","33601","ROSALIE D. NAVARRO WELL-FAMILY MIDWIFE CLINIC","","","","Birthing Home","Private","","","SAN LUIS STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCBAN","045623000","BARANGAY  8 (POB.)","045623011","","","","","","","","NAVARO","ROSALIE","D.","Other","With License","",""
"DOH000000000033602","33602","S. R. REYES LYING IN CLINIC","","","","Birthing Home","Private","","","DAISY STREET, INTERTOWN HOMES SUBDIVISION","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CITY OF TAYABAS","045647000","IPILAN","045647030","","","","","","","","REYES","SONIA","R.","Other","With License","",""
"DOH000000000033603","33603","ST. CATHERINE LYING IN","","","","Birthing Home","Private","","","OSMEÑA STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","PAGBILAO","045630000","BARANGAY  4 PARANG (POB.)","045630022","","","","","","","","CUBILO","BEATRIZ","G.","Other","With License","",""
"DOH000000000033604","33604","STA. CATALINA DE SIENA LYING IN CLINIC","","","","Birthing Home","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CANDELARIA","045608000","SANTA CATALINA SUR","045608025","","","","","","","","CABATAY","MAMERTA","R.","Other","With License","",""
